collection__uuid,artifact__title,artifact__summary,artifact__type,artifact__date_published,artifact__date_published_year,artifact__date_circa,artifact__uri,artifact__people__author,artifact__people__editor,file__url,file__language,file__pages
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to combined review of Emissions Reduction Fund energy efficiency methodologies,,report,2019-10-01,,,http://library.bsl.org.au/showitem.php?handle=1/11774,,,http://library.bsl.org.au/showitem.php?handle=1/11774,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Joint submission to the Review of the NDIS Act and the new NDIS Participant Service Guarantee,,report,2019-10-01,,,http://library.bsl.org.au/showitem.php?handle=1/12325,,,http://library.bsl.org.au/showitem.php?handle=1/12325,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Aspiration + experience --> employment,,report,,2019,,http://library.bsl.org.au/showitem.php?handle=1/11846,The Brotherhood of St. Laurence,,http://library.bsl.org.au/showitem.php?handle=1/11846,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to the review of the national partnership for universal access to preschool,,report,2019-10-01,,,http://library.bsl.org.au/showitem.php?handle=1/11452,,,http://library.bsl.org.au/showitem.php?handle=1/11452,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to Inquiry into Tackling Climate Change in Victorian Communities,,report,2019-10-01,,,http://library.bsl.org.au/showitem.php?handle=1/11451,,,http://library.bsl.org.au/showitem.php?handle=1/11451,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to inquiry into Centrelink compliance program,,report,2019-10-01,,,http://library.bsl.org.au/showitem.php?handle=1/11450,,,http://library.bsl.org.au/showitem.php?handle=1/11450,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission regarding Adequacy of Newstart and related payments,,report,2019-10-01,,,http://library.bsl.org.au/showitem.php?handle=1/11449,,,http://library.bsl.org.au/showitem.php?handle=1/11449,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Improving the health of older aged care workers,How can we ensure Australia will have enough skilled workers to provide quality aged care while supporting the emotional and physical health of older ‘pink-collar’ workers?,report,,2019,,https://www.bsl.org.au/research/publications/improving-the-health-of-older-aged-care-workers/,"Aaron Hart, Dina Bowman|Shelley Mallett",,http://library.bsl.org.au/showitem.php?handle=1/11501,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,"Getting to work: insights about the transition from education to employment from the Life Chances Study, Stage 11",This Stage 11 report of the Life Chances Study examines post-compulsory education and work experiences for young people in their mid-20s.,report,,2019,,https://www.bsl.org.au/research/publications/getting-to-work-insights-about-the-transition-from-education-to-employment-from-the-life-chances-study-stage-11/,"Dina Bowman, Malita Allan|Iris Levin",,http://library.bsl.org.au/showitem.php?handle=1/11317,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Reclaiming social security for a just future: a principled approach to reform,"The authors propose five principles to guide and underpin our social security system so that it contributes to a just, fair and compassionate society.",report,,2019,,https://www.bsl.org.au/research/publications/reclaiming-social-security-for-a-just-future-a-principled-approach-to-reform/,Dina Bowman. Danielle Thornton|Shelley Mallett,,http://library.bsl.org.au/jspui/bitstream/1/11443/1/Bowman_etal_Reclaiming_social_security_for_a_just_future_2019.pdf,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to the National Disability Insurance Scheme Planning Inquiry,,report,2019-09-01,,,http://library.bsl.org.au/showitem.php?handle=1/11435,,,http://library.bsl.org.au/showitem.php?handle=1/11435,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to the Climate Change Authority re meeting Paris Agreement,,report,2019-09-01,,,http://library.bsl.org.au/showitem.php?handle=1/11419,,,http://library.bsl.org.au/showitem.php?handle=1/11419,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,The social & economic benefits of sustainable work for jobseekers experiencing disadvantage: submission to the Economy & Infrastructure Committee of the Victorian Parliament,,report,2019-08-01,,,http://library.bsl.org.au/showitem.php?handle=1/11418,,,http://library.bsl.org.au/showitem.php?handle=1/11418,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission regarding the Victorian Default Offer to apply from 1 January 2020 issues paper,,report,2019-08-01,,,http://library.bsl.org.au/showitem.php?handle=1/11406,,,http://library.bsl.org.au/showitem.php?handle=1/11406,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Victoria's 2030 emissions targets: response to the Victorian Government,,report,2019-08-01,,,http://library.bsl.org.au/showitem.php?handle=1/11393,,,http://library.bsl.org.au/showitem.php?handle=1/11393,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to the Department of Social Services NDIS Thin Markets Project Consultation,,report,2019-08-01,,,http://library.bsl.org.au/showitem.php?handle=1/11392,,,http://library.bsl.org.au/showitem.php?handle=1/11392,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to the Royal Commission into Victoria’s Mental Health System,,report,2019-08-01,,,http://library.bsl.org.au/showitem.php?handle=1/11390,,,http://library.bsl.org.au/showitem.php?handle=1/11390,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to the Legislative Council Legal and Social Issues Committee re Spent convictions scheme for Victoria,,report,2019-07-01,,,http://library.bsl.org.au/showitem.php?handle=1/11383,,,http://library.bsl.org.au/showitem.php?handle=1/11383,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Social procurement: creating employment opportunities through purchasing expenditure,How can public and private sector organisations use their purchasing power to create positive social impact?,report,,2019,,https://www.bsl.org.au/research/publications/social-procurement/,Maria Mupanemunda,,http://library.bsl.org.au/jspui/bitstream/1/11417/1/Mupanemunda_Social_procurement_2019.pdf,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,"Dementia in the public domain: voice and age-based perspectives on dementia, social disadvantage and public health campaigning",The second of two projects examining how various groups perceive and represent dementia.,report,,2019,,https://www.bsl.org.au/research/publications/dementia-in-the-public-domain-voice-and-age-based-perspectives-on-dementia-social-disadvantage-and-public-health-campaigning/,"Simon Biggs, Irja Haapala|Ashley Carr",,http://library.bsl.org.au/showitem.php?handle=1/11170,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to the Essential Services Commission re clear and fair energy contracts,,report,2019-07-01,,,http://library.bsl.org.au/showitem.php?handle=1/11372,,,http://library.bsl.org.au/showitem.php?handle=1/11372,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to the Essential Services Commission regarding draft decision on consequential amendments related to the Victorian Default Offer,,report,2019-05-01,,,http://library.bsl.org.au/showitem.php?handle=1/11312,,,http://library.bsl.org.au/showitem.php?handle=1/11312,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to the Productivity Commission Inquiry into the Social and Economic Benefits of Improving Mental Health,,report,2019-04-01,,,http://library.bsl.org.au/showitem.php?handle=1/11226,,,http://library.bsl.org.au/showitem.php?handle=1/11226,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to Essential Service Commission regarding Victorian Default Offer draft advice,,report,2019-04-01,,,http://library.bsl.org.au/showitem.php?handle=1/11203,,,http://library.bsl.org.au/showitem.php?handle=1/11203,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to the Senate Community Affairs References Committee Inquiry into ParentsNext,,report,2019-02-01,,,http://library.bsl.org.au/showitem.php?handle=1/11132,,,http://library.bsl.org.au/showitem.php?handle=1/11132,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to the Inquiry into the practice of dowry and the incidence of dowry abuse in Australia,,report,2019-02-01,,,http://library.bsl.org.au/showitem.php?handle=1/11117,,,http://library.bsl.org.au/showitem.php?handle=1/11117,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,"Submission to the Review into Integration, Employment and Settlement Outcomes with attachments",,report,2019-02-01,,,http://library.bsl.org.au/showitem.php?handle=1/11079,,,http://library.bsl.org.au/showitem.php?handle=1/11079,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Starting a future that means something to you: outcomes from a longitudinal study of Education First Youth Foyers,The most comprehensive study of foyers shows that prioritising education for young people experiencing homelessness pays off.,report,,2019,,https://www.bsl.org.au/research/publications/starting-a-future-that-means-something-to-you/,"Marion Coddou, Joseph Borlagdan|Shelley Mallett",,http://library.bsl.org.au/jspui/bitstream/1/11369/1/Coddou_etal_Starting_a_future_Education_First_Youth_Foyers_outcomes_2019.pdf,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Smashing the avocado debate: Australia’s youth unemployment hotspots,Australia’s youth unemployment hotspots in each state and territory were reported in research for the March 2019 Youth Unemployment Monitor.,report,,2019,,https://www.bsl.org.au/research/publications/smashing-the-avocado-debate/,Brotherhood of St. Laurence,,http://library.bsl.org.au/showitem.php?handle=1/11134,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Not simply business as usual,"Insights from Money for Jam, a micro-enterprise initiative for older women doing it tough.",report,,2019,,https://www.bsl.org.au/research/publications/research-reports-test/,Seuwandi Wickramasinghe|Dina Bowman,,http://library.bsl.org.au/showitem.php?handle=1/11115,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to the Essential Services Commission regarding Victorian Default Offer (for energy prices),,report,2019-02-01,,,http://library.bsl.org.au/showitem.php?handle=1/11060,,,http://library.bsl.org.au/showitem.php?handle=1/11060,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Energy stressed in Australia,Which Australians are hardest hit by high energy prices?,report,,2018,,https://www.bsl.org.au/research/publications/energy-stressed-in-australia/,Australian Council of Social Service|Brotherhood of St. Laurence,,http://library.bsl.org.au/showitem.php?handle=1/10896,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,The organisation of risk: how do dementia care providers adapt to regulation?,The first of two projects designed to support improved care for older people with dementia and their carers.,report,,2018,,https://www.bsl.org.au/research/publications/the-organisation-of-risk-how-do-dementia-care-providers-adapt-to-regulation-1/,Ashley Carr|Simon Biggs,,http://library.bsl.org.au/showitem.php?handle=1/10558,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,From aspiration to opportunity: Developing Independence in out-of-home care,The Stage Two evaluation of the Developing Independence program in an out-of-home care pilot.,report,,2018,,https://www.bsl.org.au/research/publications/from-aspiration-to-opportunity-developing-independence-in-out-of-home-care/,Marion Coddou|Joseph Borlagdan,,http://library.bsl.org.au/showitem.php?handle=1/10891,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,"Humanitarian migrants, work and economic security on the urban fringe: how policies and perceptions shape opportunities",Focusing only on getting humanitarian migrants (including refugees) into work ignores the other challenges of settling in a new country.,report,,2018,,https://www.bsl.org.au/research/publications/humanitarian-migrants-work-and-economic-security-on-the-urban-fringe-how-policies-and-perceptions-shape-opportunities/,"Martina Boese, John van Kooy|Dina Bowman",,http://library.bsl.org.au/showitem.php?handle=1/11006,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Too valuable to lose: assessing the value of small community service organisations,How valuable are small community service organisations to those who use them and those who work within them?,report,,2018,,https://www.bsl.org.au/research/publications/too-valuable-to-lose-assessing-the-value-of-small-community-service-organisations/,Zuleika Arashiro|Amanda Pagan,,http://library.bsl.org.au/showitem.php?handle=1/11011,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Push and pull: increasing student engagement in Developing Independence,How can we support young people who have experienced a child protection or youth justice order to make a successful transition to adulthood?,report,,2018,,https://www.bsl.org.au/research/publications/push-and-pull-increasing-student-engagement-in-developing-independence/,Lisa Conley,,http://library.bsl.org.au/showitem.php?handle=1/11051,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Building bridges to work,How the Given the Chance for Asylum Seekers program acted as a bridge to employment for asylum seekers.,report,,2018,,https://www.bsl.org.au/research/publications/building-bridges-to-work/,Seuwandi Wickramasinghe,,http://library.bsl.org.au/showitem.php?handle=1/11048,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Part-time purgatory: young and underemployed in Australia,Young Australians are far more likely to work part-time than 40 years ago. Our research for the December 2018 Youth Unemployment Monitor unpacked data about the number of young people who want more hours.,report,,2018,,https://www.bsl.org.au/research/publications/part-time-purgatory/,Brotherhood of St. Laurence,,http://library.bsl.org.au/showitem.php?handle=1/11030,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Affordable clean energy for people on low incomes,"This report models policies that can reduce energy poverty and improve access to affordable, clean energy.",report,,2019,,https://www.bsl.org.au/research/publications/affordable-clean-energy-for-people-on-low-incomes/,Australian Council of Social Service|Brotherhood of St. Laurence,,http://library.bsl.org.au/showitem.php?handle=1/11058,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission re Treasury Laws Amendment (Improving the Energy Efficiency of Rental Properties) Bill 2018,,report,2018-10-01,,,http://library.bsl.org.au/showitem.php?handle=1/11005,,,http://library.bsl.org.au/showitem.php?handle=1/11005,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to the Senate Inquiry into jobactive,,report,2018-09-01,,,http://library.bsl.org.au/showitem.php?handle=1/10892,,,http://library.bsl.org.au/showitem.php?handle=1/10892,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to the Inquiry into Intergenerational Welfare Dependence,,report,2018-09-01,,,http://library.bsl.org.au/showitem.php?handle=1/10881,,,http://library.bsl.org.au/showitem.php?handle=1/10881,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Response to Productivity Commission Inquiry into the National Disability Agreement,,report,2018-09-01,,,http://library.bsl.org.au/showitem.php?handle=1/10865,,,http://library.bsl.org.au/showitem.php?handle=1/10865,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Stronger outcomes for families: submission to the Department of Social Services,,report,2018-08-01,,,http://library.bsl.org.au/showitem.php?handle=1/10868,,,http://library.bsl.org.au/showitem.php?handle=1/10868,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,A fit-for-purpose national youth employment service: submission to the Future Employment Services consultation,,report,2018-08-01,,,http://library.bsl.org.au/showitem.php?handle=1/10893,,,http://library.bsl.org.au/showitem.php?handle=1/10893,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to the Department of Jobs and Small Business regarding the next generation of employment services,,report,2018-08-01,,,http://library.bsl.org.au/showitem.php?handle=1/10856,,,http://library.bsl.org.au/showitem.php?handle=1/10856,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Tackling climate change and energy affordability for low-income households,"Certainty in climate change and energy policy can lower emissions and reduce energy prices, taking the pressure off energy-stressed households.",report,,2018,,https://www.bsl.org.au/research/publications/tackling-climate-change-and-energy-affordability-for-low-income-households/,Australian Council of Social Service|Brotherhood of St. Laurence,,http://library.bsl.org.au/showitem.php?handle=1/10870,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Viewed from the margins: navigating disadvantage and VET,How can Australia’s vocational education and training sector meet the needs of disadvantaged young students?,report,,2018,,https://www.bsl.org.au/research/publications/viewed-from-the-margins-navigating-disadvantage-and-vet/,"George Myconos, Eric Dommers|Kira Clarke",,http://library.bsl.org.au/showitem.php?handle=1/10855,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Hard times: Australian households and financial insecurity,How do households with low and uncertain incomes strive to make ends meet?,report,,2018,,https://www.bsl.org.au/research/publications/hard-times-australian-households-and-financial-insecurity/,Dina Bowman|Marcus Banks,,http://library.bsl.org.au/showitem.php?handle=1/10864,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to the AEMC regarding the National Energy Retail Amendment (Advance notice of price changes) Rule 2018,,report,2018-05-01,,,http://library.bsl.org.au/showitem.php?handle=1/10834,,,http://library.bsl.org.au/showitem.php?handle=1/10834,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission re Social Services Legislation Amendment (Encouraging Self-Sufficiency for Newly Arrived Migrants) Bill 2018,,report,2018-04-01,,,http://library.bsl.org.au/showitem.php?handle=1/10589,,,http://library.bsl.org.au/showitem.php?handle=1/10589,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to the Australian Energy Regulator re Draft retail pricing information guidelines,,report,2018-03-01,,,http://library.bsl.org.au/showitem.php?handle=1/10571,,,http://library.bsl.org.au/showitem.php?handle=1/10571,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to the Market Readiness Inquiry of the Joint Committee on the National Disability Insurance Scheme,,report,2018-02-01,,,http://library.bsl.org.au/showitem.php?handle=1/10563,,,http://library.bsl.org.au/showitem.php?handle=1/10563,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,An unfair Australia? Mapping youth unemployment hotspots,Twenty hotspots for youth unemployment in Australia are revealed by the research for the March 2018 Youth Unemployment Monitor.,report,,2018,,https://www.bsl.org.au/research/publications/unfair-australia-youth-unemployment-hotspots/,Brotherhood of St. Laurence,,http://library.bsl.org.au/showitem.php?handle=1/10573,,
