collection__uuid,artifact__title,artifact__summary,artifact__type,artifact__date_published,artifact__date_published_year,artifact__date_circa,artifact__uri,artifact__people__author,artifact__people__editor,file__url,file__language,file__pages
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Australian youth unemployment 2014: snapshot,This research report for the first Youth Unemployment Monitor (February 2014) introduces key statistics and trends in unemployment of young people aged 15 to 24.,report,,2014,,https://www.bsl.org.au/research/publications/youth-unemployment-2014-snapshot/,Brotherhood of St. Laurence,,http://library.bsl.org.au/showitem.php?handle=1/7060,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Now we are 21: an overview of the longitudinal Life Chances Study,This longitudinal study began with 167 children who were born in inner suburbs of Melbourne in 1990 and has comprised ten stages to date.,report,,2013,,https://www.bsl.org.au/research/publications/now-we-are-21-an-overview-of-the-longitudinal-life-chances-study/,Janet Taylor|Malita Allan,,http://library.bsl.org.au/showitem.php?handle=1/6078,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,"Looking back, looking forward: interpreting personal stories in later life",This study builds on earlier work which challenged the narrow policy focus on economic and employment-centred understandings of the ageing of Australia's population.,report,,2013,,https://www.bsl.org.au/research/publications/looking-back-looking-forward-interpreting-personal-stories-in-later-life/,"Ashley Carr, Helen Kimberley|Simon Biggs",,http://library.bsl.org.au/showitem.php?handle=1/6036,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Job retention and advancement of disadvantaged jobseekers: a synthesis of findings,Four-year study involving the Melbourne Institute of Economic and Social Research and the Brotherhood of St. Laurence,report,,2013,,https://www.bsl.org.au/research/publications/job-retention-and-advancement-of-disadvantaged-jobseekers-a-synthesis-of-findings/,"Abraham Chigavazira, Dina Bowman|Rosanna Scutella",,http://library.bsl.org.au/showitem.php?handle=1/6176,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Improving the energy efficiency of homes in Moreland: Warm Home Cool Home and Concession Assist social research final report,This study investigated the impact of energy audits and retrofits for households that took part in the Warm Home Cool Home and Concession Assist programs in northern Melbourne.,report,,2013,,https://www.bsl.org.au/research/publications/improving-the-energy-efficiency-of-homes-in-moreland-warm-home-cool-home-and-concession-assist-social-research-final-report/,"Victoria Johnson, Damian Sullivan|Jo Totty",,http://library.bsl.org.au/showitem.php?handle=1/6173,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Community consultation with 2–5 year olds in Hobsons Bay,"This consultation in Hobsons Bay, a municipality in Melbourne’s west, was commissioned to assist the Council to develop their Children and Young People’s Plan.",report,,2013,,https://www.bsl.org.au/research/publications/community-consultation-with-2-5-year-olds-in-hobsons-bay/,"Aleesa Clough, Fatoumata Diallo Roost|Eric Dommers",,http://library.bsl.org.au/showitem.php?handle=1/6100,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,A preliminary evaluation of the Short Break Stay Program: respite care for people with dementia,The Short Break Stay program was established to offer people with advanced dementia a three-day stay in a homelike setting.,report,,2013,,https://www.bsl.org.au/research/publications/a-preliminary-evaluation-of-the-short-break-stay-program-respite-care-for-people-with-dementia/,Monica Mercieca|Helen Kimberley,,http://library.bsl.org.au/showitem.php?handle=1/6088,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to Victoria Police re policing refugee and migrant communities in Melbourne,,report,2013-08-01,,,http://library.bsl.org.au/showitem.php?handle=1/5851,,,http://library.bsl.org.au/showitem.php?handle=1/5851,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Joint consumer submission to Essential Services Commission re Energy Retail Code Harmonisation with National Energy Customer Framework draft decision,,report,2013-08-01,,,http://library.bsl.org.au/showitem.php?handle=1/5839,,,http://library.bsl.org.au/showitem.php?handle=1/5839,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to ASIC National Financial Literacy Strategy 2014–16,,report,2013-06-01,,,http://library.bsl.org.au/showitem.php?handle=1/5860,,,http://library.bsl.org.au/showitem.php?handle=1/5860,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to the Senate inquiry into care and management of younger and older Australians living with dementia,,report,2013-05-01,,,http://library.bsl.org.au/showitem.php?handle=1/5842,,,http://library.bsl.org.au/showitem.php?handle=1/5842,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Pathways to social and economic inclusion: submission to the Australian Government on employment services from 2015,,report,2013-03-01,,,http://library.bsl.org.au/showitem.php?handle=1/5852,,,http://library.bsl.org.au/showitem.php?handle=1/5852,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to the Independent Review of Centrepay,,report,2013-02-01,,,http://library.bsl.org.au/showitem.php?handle=1/5895,,,http://library.bsl.org.au/showitem.php?handle=1/5895,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Caring for carers: evaluation of a support program for carers of people with dementia,The Brotherhood of St. Laurence pilot program Caring for Carers (C4C) assisted people caring for someone with dementia.,report,,2013,,https://www.bsl.org.au/research/publications/caring-for-carers-evaluation-of-a-support-program-for-carers-of-people-with-dementia/,"Ashley Carr, Helen Kimberley|Monica Mercieca",,http://library.bsl.org.au/showitem.php?handle=1/6105,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,"Meanings of a long life: cultural, social and historical perspectives","As the world's population ages, we need to consider a wide range of ways in which older adults can make a
contribution.",report,,2013,,https://www.bsl.org.au/research/publications/meanings-of-a-long-life-cultural-social-and-historical-perspectives/,"Ashley Carr, Simon Biggs|Helen Kimberley",,http://library.bsl.org.au/showitem.php?handle=1/3454,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Do teacher training programs equip teachers with skills to teach disengaged students?,"This preliminary scan of the national and Victorian standards and of Victorian teacher training programs explored the extent to which course descriptions include the skills deemed essential for working with ‘at-risk’, disengaged students.﻿",report,,2013,,https://www.bsl.org.au/research/publications/do-teacher-training-programs-equip-teachers-with-skills-to-teach-disengaged-students/,Jennifer Hanson-Peterson,,http://library.bsl.org.au/showitem.php?handle=1/6114,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Stepping up and over: interim evaluation of Stepping Stones a micro-enterprise program for refugee and migrant women,"Progress report about Stepping Stones, a micro-enterprise program for refugee and disadvantaged migrant women.",report,,2013,,https://www.bsl.org.au/research/publications/stepping-up-and-over-interim-evaluation-of-stepping-stones-a-micro-enterprise-program-for-refugee-and-migrant-women/,Eve Bodsworth,,http://library.bsl.org.au/showitem.php?handle=1/6140,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Joint submission to the Essential Services Commission re Energy Retail Code harmonisation,,report,2013-02-01,,,http://library.bsl.org.au/showitem.php?handle=1/5839,,,http://library.bsl.org.au/showitem.php?handle=1/5839,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Response to Grey areas: age barriers to work in Commonwealth laws discussion paper,,report,2012-11-01,,,http://library.bsl.org.au/showitem.php?handle=1/5881,,,http://library.bsl.org.au/showitem.php?handle=1/5881,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,"Response to Department of Justice discussion paper Practical lessons, fair consequences: improving diversion for young people in Victoria",,report,2012-10-01,,,http://library.bsl.org.au/showitem.php?handle=1/5841,,,http://library.bsl.org.au/showitem.php?handle=1/5841,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to the Senate Select Committee inquiry on electricity prices (including attachment on UK experience),,report,2012-09-01,,,http://library.bsl.org.au/showitem.php?handle=1/5825,,,http://library.bsl.org.au/showitem.php?handle=1/5825,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Response to Grey areas: age barriers to work in Commonwealth laws (Australian Law Reform Commission inquiry),,report,2012-08-01,,,http://library.bsl.org.au/showitem.php?handle=1/5828,,,http://library.bsl.org.au/showitem.php?handle=1/5828,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Towards a fair and decent social security system: submission to Senate inquiry into adequacy of the allowance system for jobseekers and others,,report,2012-08-01,,,http://library.bsl.org.au/showitem.php?handle=1/5893,,,http://library.bsl.org.au/showitem.php?handle=1/5893,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Building relationships for better outcomes: Peninsula Youth Connections evaluation stage 2 report,"The second stage of the evaluation of Peninsula Youth Connections, operated by the Brotherhood of St. Laurence and TaskForce, focused on young people’s experiences of the service and their outcomes.",report,,2012,,https://www.bsl.org.au/research/publications/building-relationships-for-better-outcomes-peninsula-youth-connections-evaluation-stage-2-report/,Anna Barrett,,http://library.bsl.org.au/showitem.php?handle=1/6073,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Valuing capabilities in later life: the capability approach and the Brotherhood of St Laurence aged services,"This study examined what the Brotherhood’s aged service users value in life, what enables them to live fulfilled and meaningful lives and what the services can contribute to this.",report,,2012,,https://www.bsl.org.au/research/publications/valuing-capabilities-in-later-life-the-capability-approach-and-the-brotherhood-of-st-laurence-aged-services/,"Helen Kimberley, Robert Gruhn|Simon Huggins",,http://library.bsl.org.au/showitem.php?handle=1/6126,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Looking ahead: lessons from the evaluation of Peninsula Youth Connections,"Peninsula Youth Connections, the local expression of an Australian Government initiative to support young people at risk of disengaging from education and training, was evaluated as highly successful.",report,,2012,,https://www.bsl.org.au/research/publications/looking-ahead-lessons-from-the-evaluation-of-peninsula-youth-connections/,Anna Barrett,,http://library.bsl.org.au/showitem.php?handle=1/6064,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,The power to save: an equity assessment of the Victorian Energy Saver Incentive in metropolitan Melbourne,This study of Victoria’s Energy Saver Incentive shows the energy savings achieved in relatively disadvantaged and advantaged areas in metropolitan Melbourne,report,,2012,,https://www.bsl.org.au/research/publications/the-power-to-save-an-equity-assessment-of-the-victorian-energy-saver-incentive-in-metropolitan-melbourne/,Damian Sullivan|Victoria Johnson,,http://library.bsl.org.au/showitem.php?handle=1/6026,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to the Victorian Government consultation Pathways to a Fair and Sustainable Social Housing System,,report,2012-07-01,,,http://library.bsl.org.au/showitem.php?handle=1/5939,,,http://library.bsl.org.au/showitem.php?handle=1/5939,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to the Expert Panel on Asylum Seekers,,report,2012-07-01,,,http://library.bsl.org.au/showitem.php?handle=1/5809,,,http://library.bsl.org.au/showitem.php?handle=1/5809,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Tackling racism at a broader community level:  submission to the Australian Human Rights Commission re national anti racism strategy,,report,2012-05-01,,,http://library.bsl.org.au/showitem.php?handle=1/5822,,,http://library.bsl.org.au/showitem.php?handle=1/5822,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to the Inquiry into Dementia: Early Diagnosis and Intervention,,report,2012-05-01,,,http://library.bsl.org.au/showitem.php?handle=1/5972,,,http://library.bsl.org.au/showitem.php?handle=1/5972,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,On dignity: social inclusion and the politics of recognition,"This paper discusses the role that a politics of recognition – a reciprocal respect for the unique and equal status of all others – can play in strengthening the philosophical foundations of social inclusion thinking, as well as policy and practice.",report,,2012,,https://www.bsl.org.au/research/publications/on-dignity-social-inclusion-and-the-politics-of-recognition/,Zoë Morrison,,http://library.bsl.org.au/showitem.php?handle=1/1942,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Pathways that work: lessons from the Youth Employment Project in Caroline Springs,"An evaluation of the Youth Employment Project in the outer Melbourne suburb of Caroline Springs found that the model of combining individual support, hands-on training and tailored work opportunities helped to achieve positive pathways for disengaged young people.",report,,2012,,https://www.bsl.org.au/research/publications/pathways-that-work-lessons-from-the-youth-employment-project-in-caroline-springs/,Eve Bodsworth,,http://library.bsl.org.au/showitem.php?handle=1/6054,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Exploring success for intermediate labour market social enterprises: a literature review,This student paper reviews the historical landscape of employment services and the rise of ILM programs and examines the key factors and tensions that influence whether an ILM social enterprise is successful.,report,,2012,,https://www.bsl.org.au/research/publications/exploring-success-for-intermediate-labour-market-social-enterprises-a-literature-review/,Danielle Nockolds,,http://library.bsl.org.au/showitem.php?handle=1/6185,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,"Re-engagement, training and beyond: evaluating the second year of a Community VCAL education program for young people","In Frankston, the Brotherhood of St. Laurence has developed a Community VCAL program for 15 to 18-year-olds who have faced barriers to mainstream education",report,,2012,,https://www.bsl.org.au/research/publications/re-engagement-training-and-beyond-evaluating-the-second-year-of-a-community-vcal-education-program-for-young-people/,George Myconos,,http://library.bsl.org.au/showitem.php?handle=1/6130,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Centre for Work and Learning Yarra evaluation report,"An evaluation of the Centre for Work and Learning Yarra, a demonstration project to test innovative place-based approaches to promote work and learning opportunities for disadvantaged jobseekers",report,,2012,,https://www.bsl.org.au/research/publications/centre-for-work-and-learning-yarra-evaluation-report/,Michael Horn,,http://library.bsl.org.au/cgi-bin/koha/tracklinks.pl?uri=http://library.bsl.org.au/showitem.php?handle=1/6132;biblionumber=8229,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Turning 21: life chances and uncertain transitions,The longitudinal Life Chances Study has followed children from diverse backgrounds since their infancy in inner Melbourne.,report,,2012,,https://www.bsl.org.au/research/publications/turning-21-life-chances-and-uncertain-transitions/,"Janet Taylor, Joseph Borlagdan|Malita Allan",,http://library.bsl.org.au/showitem.php?handle=1/6172,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Presentation to the Inquiry into Workforce Participation by People with a Mental Illness,,report,2012-02-01,,,http://library.bsl.org.au/showitem.php?handle=1/5875,,,http://library.bsl.org.au/showitem.php?handle=1/5875,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission re the National Energy Savings Initiative,,report,2012-02-01,,,http://library.bsl.org.au/showitem.php?handle=1/5917,,,http://library.bsl.org.au/showitem.php?handle=1/5917,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to the Inquiry into Cybersafety for Senior Australians,,report,2012-02-01,,,http://library.bsl.org.au/showitem.php?handle=1/5824,,,http://library.bsl.org.au/showitem.php?handle=1/5824,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Barriers to effective climate change adaptation: submission to the Productivity Commission inquiry,,report,2012-01-01,,,http://library.bsl.org.au/showitem.php?handle=1/5921,,,http://library.bsl.org.au/showitem.php?handle=1/5921,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to the Australian Energy Market Commission on the consolidated rule request – National Electricity Amendment (Economic Regulation of Network Service Providers) Rule 2011,,report,2011-12-01,,,http://library.bsl.org.au/showitem.php?handle=1/5937,,,http://library.bsl.org.au/showitem.php?handle=1/5937,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to the Inquiry into Growth Corridor Plans,,report,2011-12-01,,,http://library.bsl.org.au/showitem.php?handle=1/5883,,,http://library.bsl.org.au/showitem.php?handle=1/5883,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,"Financial life in a new setting: experiences of Afghan and Burmese (Chin and Karen) communities in Melbourne, Australia",This qualitative study involving Melbourne’s Afghan and Burmese (Chin and Karen) communities presents a mixed picture of how these migrants are coping with financial matters as they settle in a new city.,report,,2012,,https://www.bsl.org.au/research/publications/financial-life-in-a-new-setting-experiences-of-afghan-and-burmese-chin-and-karen-communities-in-melbourne-australia/,"Victoria Johnson, Said Dileri & Naw Eh Ywa",,http://library.bsl.org.au/showitem.php?handle=1/6067,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Thinking it through: understanding culturally responsive work and learning services for women,What factors and service features can help or hinder women’s participation in employment and education?,report,,2012,,https://www.bsl.org.au/research/publications/thinking-it-through-understanding-culturally-responsive-work-and-learning-services-for-women/,Dina Bowman|Loretta Mui,,http://library.bsl.org.au/showitem.php?handle=1/6122,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,The rights of older persons: protection and gaps under human rights law,"While older persons historically have been neglected by human rights law, their rights are becoming a part of the public agenda.",report,,2012,,https://www.bsl.org.au/research/publications/the-rights-of-older-persons-protection-and-gaps-under-human-rights-law/,Marthe Fredvang|Simon Biggs,,http://library.bsl.org.au/showitem.php?handle=1/3179,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Sorting it out: a framework for culturally responsive work and learning services for women,How can we develop gender and culturally responsive services that enable women to access education and employment opportunities?,report,,2012,,https://www.bsl.org.au/research/publications/sorting-it-out-a-framework-for-culturally-responsive-work-and-learning-services-for-women/,Dina Bowman|Loretta Mui,,http://library.bsl.org.au/showitem.php?handle=1/6016,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to the DEECD ‘Safe and Caring Schools’ Student Support Service Consultation,,report,2011-12-01,,,http://library.bsl.org.au/showitem.php?handle=1/5884,,,http://library.bsl.org.au/showitem.php?handle=1/5884,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Decent sustainable work for all in a global economy: submission to the Independent Inquiry into Insecure Work in Australia,,report,2011-12-01,,,http://library.bsl.org.au/showitem.php?handle=1/5834,,,http://library.bsl.org.au/showitem.php?handle=1/5834,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to the Victorian Competition and Efficiency Commission Inquiry into a State-based Reform Agenda,,report,2011-09-01,,,http://library.bsl.org.au/showitem.php?handle=1/5894,,,http://library.bsl.org.au/showitem.php?handle=1/5894,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,BSL response to the Productivity Commission’s Early Childhood Development Workforce draft report,,report,2011-09-01,,,http://library.bsl.org.au/showitem.php?handle=1/5901,,,http://library.bsl.org.au/showitem.php?handle=1/5901,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission re Whole of Government Victorian Alcohol and Drug Strategy September 2011,,report,2011-09-01,,,http://library.bsl.org.au/showitem.php?handle=1/5953,,,http://library.bsl.org.au/showitem.php?handle=1/5953,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to the Joint Committee on Australia's Immigration Detention Network,,report,2011-08-01,,,http://library.bsl.org.au/showitem.php?handle=1/5934,,,http://library.bsl.org.au/showitem.php?handle=1/5934,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Investing in our future: an evaluation of the national rollout of the Home Interaction Program for Parents and Youngsters (HIPPY): final report,The first national evaluation of HIPPY found significant benefits for parents and children who took part.,report,,2011,,https://www.bsl.org.au/research/publications/investing-in-our-future-an-evaluation-of-the-national-rollout-of-the-home-interaction-program-for-parents-and-youngsters-hippy-final-report/,"Max Liddell, Tony Barnett, Fatoumata Diallo Roost|Juliet McEachran",,http://library.bsl.org.au/showitem.php?handle=1/6182,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Overcoming barriers to education: Peninsula Youth Connections evaluation stage 1 report,This study of Peninsula Youth Connections found that life circumstances and systemic education barriers made it difficult for some young people to engage in meaningful learning.,report,,2011,,https://www.bsl.org.au/research/publications/overcoming-barriers-to-education-peninsula-youth-connections-evaluation-stage-1-report/,Sharon Bond,,http://library.bsl.org.au/showitem.php?handle=1/6095,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,End the decay: the cost of poor dental health and what should be done about it,This study commissioned by the Brotherhood of St. Laurence provides an overview of the economic costs of poor dental health.,report,,2011,,https://www.bsl.org.au/research/publications/end-the-decay-the-cost-of-poor-dental-health-and-what-should-be-done-about-it/,Bronwyn Richardson|Jeff Richardson,,http://library.bsl.org.au/showitem.php?handle=1/6081,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Sidelined! Workforce participation and non-participation among baby boomers in Australia,Sidelined! reports on a qualitative study that provides insight into the contours and experience of mature-age workforce participation in Australia.,report,,2011,,https://www.bsl.org.au/research/publications/sidelined-workforce-participation-and-non-participation-among-baby-boomers-in-australia/,Dina Bowman|Helen Kimberley,,http://library.bsl.org.au/showitem.php?handle=1/6060,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Reconnecting the customer: response to the Australian Communications and Media Authority’s draft report Reconnecting the customer,,report,2011-07-01,,,http://library.bsl.org.au/showitem.php?handle=1/2634,,,http://library.bsl.org.au/showitem.php?handle=1/2634,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Improving access to insurance for low-income Australians: submission to the Natural Disaster Insurance Review,,report,2011-07-01,,,http://library.bsl.org.au/showitem.php?handle=1/5833,,,http://library.bsl.org.au/showitem.php?handle=1/5833,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to the Essential Services Commission Vocational Education and Training Fee and Funding Review,,report,2011-06-01,,,http://library.bsl.org.au/showitem.php?handle=1/5969,,,http://library.bsl.org.au/showitem.php?handle=1/5969,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Valuing care in Australia: achieving pay equity in the social and community services sector,Care work is central to wellbeing in our society. The way in which it is valued affects not only care-givers and clients but also broader societal cohesiveness.,report,,2011,,https://www.bsl.org.au/research/publications/valuing-care-in-australia-achieving-pay-equity-in-the-social-and-community-services-sector/,James Allebone,,http://library.bsl.org.au/showitem.php?handle=1/2500,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Addressing the challenges together: consultations with BSL clients,This summary of a longer unpublished report outlines the client consultations that the Brotherhood of St. Laurence undertook to help inform our 2012–14 strategic review.,report,,2011,,https://www.bsl.org.au/research/publications/addressing-the-challenges-together-consultations-with-brotherhood-clients/,Sharon Bond|Michael Horn,,http://library.bsl.org.au/showitem.php?handle=1/6053,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Money matters in times of change: financial vulnerability through the life course,This study explores financial vulnerability during four key life transitions.,report,,2011,,https://www.bsl.org.au/research/publications/money-matters-in-times-of-change-financial-vulnerability-through-the-life-course/,Zuleika Arashiro,,http://library.bsl.org.au/showitem.php?handle=1/5986,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Many faces of saving: social dimensions of Saver Plus,"A small qualitative study of Saver Plus, a matched savings program designed to assist low-income Australians to build assets and improve their financial capability.",report,,2011,,https://www.bsl.org.au/research/publications/many-faces-of-saving-social-dimensions-of-saver-plus/,Eve Bodsworth,,http://library.bsl.org.au/showitem.php?handle=1/6106,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,"Improving energy efficiency in Moreland: research sample, baseline measures and recruitment for the Warm Home Cool Home program evaluation",This report contains baseline data from a study to identify the social impacts within households of the Warm Home Cool Home program.,report,,2011,,https://www.bsl.org.au/research/publications/improving-energy-efficiency-in-moreland-research-sample-baseline-measures-and-recruitment-for-the-warm-home-cool-home-program-evaluation/,Victoria Johnson|Damian Sullivan,,http://library.bsl.org.au/showitem.php?handle=1/6084,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Reducing the risks: improving access to home contents and vehicle insurance for low-income Australians,Insurance is a vital tool for protecting assets and also serves to prevent financial hardship by providing a safety net in the event of a loss.,report,,2011,,https://www.bsl.org.au/research/publications/reducing-the-risks-improving-access-to-home-contents-and-vehicle-insurance-for-low-income-australians/,Dominic Collins,,http://library.bsl.org.au/showitem.php?handle=1/6063,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,A path to re-engagement: evaluating the first year of a Community VCAL education program for young people,"In Frankston, the Brotherhood of St. Laurence has developed a Community VCAL program tailored for young people aged 15 to 18 who have experienced barriers to mainstream education.",report,,2011,,https://www.bsl.org.au/research/publications/a-path-to-re-engagement-evaluating-the-first-year-of-a-community-vcal-education-program-for-young-people/,George Myconos,,http://library.bsl.org.au/showitem.php?handle=1/6109,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to the Department of Treasury and Finance Review of the Advanced Metering Infrastructure Program,,report,2011-06-01,,,http://library.bsl.org.au/showitem.php?handle=1/5954,,,http://library.bsl.org.au/showitem.php?handle=1/5954,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Joint submission to Reforming flood insurance: clearing the waters discussion paper,,report,2011-05-01,,,http://library.bsl.org.au/showitem.php?handle=1/5942,,,http://library.bsl.org.au/showitem.php?handle=1/5942,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,"Maximising the positive economic, social and cultural impacts of migration: submission to the Inquiry into Multiculturalism in Australia",,report,2011-04-01,,,http://library.bsl.org.au/showitem.php?handle=1/5918,,,http://library.bsl.org.au/showitem.php?handle=1/5918,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Presentation to Inquiry into Social Security Legislation Amendment (Job seeker compliance) Bill 2011,,report,2011-04-01,,,http://library.bsl.org.au/showitem.php?handle=1/5907,,,http://library.bsl.org.au/showitem.php?handle=1/5907,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to Inquiry into Liveability Options in Outer Suburban Melbourne,,report,2011-04-01,,,http://library.bsl.org.au/showitem.php?handle=1/5932,,,http://library.bsl.org.au/showitem.php?handle=1/5932,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to Review of Funding for Schooling,,report,2011-03-01,,,http://library.bsl.org.au/showitem.php?handle=1/5807,,,http://library.bsl.org.au/showitem.php?handle=1/5807,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Response to the Productivity Commission draft report Caring for older Australians,,report,2011-03-01,,,http://library.bsl.org.au/showitem.php?handle=1/5873,,,http://library.bsl.org.au/showitem.php?handle=1/5873,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Response to the Productivity Commission’s Early Childhood Development workforce issues paper,,report,2011-01-01,,,http://library.bsl.org.au/showitem.php?handle=1/5971,,,http://library.bsl.org.au/showitem.php?handle=1/5971,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Workforce participation and non-participation among baby boomers in Australia: a profile from HILDA data,Quantitative study of mature age workforce participation and non-participation,report,,2011,,https://www.bsl.org.au/research/publications/workforce-participation-and-non-participation-among-baby-boomers-in-australia-a-profile-from-hilda-data/,Honge (Cathy) Gong|Justine McNamara,,http://library.bsl.org.au/showitem.php?handle=1/6184,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Promoting healthy finances: an evaluation of the Financial Health Service pilot,"An evaluation of a free, one-on-one, financial information and guidance service piloted in Melbourne.",report,,2011,,https://www.bsl.org.au/research/publications/promoting-healthy-finances-an-evaluation-of-the-financial-health-service-pilot/,Zuleika Arashiro,,http://library.bsl.org.au/showitem.php?handle=1/6163,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,"Line of sight: better tailored services for highly disadvantaged job seekers, submission re future employment services from 2012",,report,2011-01-01,,,http://library.bsl.org.au/showitem.php?handle=1/5863,,,http://library.bsl.org.au/showitem.php?handle=1/5863,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to Senate Economics Committee Inquiry into competition within the Australian banking sector,,report,2010-11-01,,,http://library.bsl.org.au/showitem.php?handle=1/5961,,,http://library.bsl.org.au/showitem.php?handle=1/5961,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Integrated service delivery for young people: a literature review,"This literature review examines youth centres and other programs which offer holistic or integrated services for youth in the United Kingdom, United States and Australia, and considers supportive policy frameworks.",report,,2010,,https://www.bsl.org.au/research/publications/integrated-service-delivery-for-young-people-a-literature-review/,Sharon Bond,,http://library.bsl.org.au/showitem.php?handle=1/6156,,
