artifact__title,artifact__summary,artifact__type,artifact__date_published,artifact__date_published_year,artifact__date_circa,artifact__uri,artifact__publication_place,artifact__publisher,artifact__tags,collection__uuid,file__content_type,file__name,file__media_type,file__uuid,file__url,file__language,file__fulltext_s3_url,file__fulltext_paginated_s3_url,file__toc,file__viewer_settings,file__size,file__pages,file__key_terms,file__file_hash,artifact__people_author,atrifact__doi
"
          Tracking the PACE of household energy usage: Energy usage impacts of projects financed through Property Assessed Clean Energy programs in California        ",An open-access version of this report is available ,report,,2022,,https://eta-publications.lbl.gov/publications/tracking-pace-household-energy-usage,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/berkeley_lab_r-pace_energy_final_v2_20220307.pdf,,,,,,,,,,Jeff  Deason|Sean  Murphy|Charles A Goldman,
"
          Towards Digital and Performance-Based Supervisory HVAC Control Delivery        ",,conference-paper,,2022,,https://eta-publications.lbl.gov/publications/towards-digital-and-performance-based,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/towards_digital_and_performance_based_supervisory.pdf,,,,,,,,,,Amir  Roth|Michael  Wetter|Kyle  Benne|Yan  Chen|Gabriel  Fierro|Marco  Pritoni|Avijit  Saha|Draguna  Vrabie,https://dx.doi.org/10.20357/B70G62
"
          U.S. Industrial and Commercial Motor System Market Assessment Report Volume 3: Energy Saving Opportunity        ","This report seeks to inform the potential for motor systems to support decarbonization by estimating their potential energy, electricity cost, and CO2 emissions reduction potential from adoption of proven energy efficiency actions and advanced technologies. This is the third and final report in a series of reports disseminating the findings of the U.S. Department of Energy’s (DOE’s) Motor System Market Assessment (MSMA). The MSMA and this report focus on polyphase motor systems greater than or equal to 1 horsepower (hp) in the industrial and commercial sectors. In the U.S. Industrial and Commercial Motor System Market Assessment Report Volume 1: Characteristics of the Installed Base (Volume 1 report), it was determined that these motor systems consume more than 1,000 terawatt-hours (TWh) annually. This equates to 29% of the U.S. electric grid load and results in 765 million metric tons (MMT) of CO2 emissions and $166 billion in electricity costs. This report finds that substantial reductions to these energy, cost, and emissions impacts are possible, with three areas of significant opportunity being (1) improved load matching, (2) replacing older inefficient motors with more efficient motors, and (3) improving the condition of fluid (e.g., air, water, compressed air) distribution systems. ",report,,2022,,https://eta-publications.lbl.gov/publications/us-industrial-and-commercial-motor-1,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/u.s._industrial_and_commercial_motor_system_market_assessment_report_volume_3_energy_saving_opportunity_p_rao.pdf,,,,,,,,,,Prakash  Rao|Paul  Sheaffer|Yuting  Chen|Unique  Karki|Patrick  Fitzgerald,https://dx.doi.org/10.20357/B7WP4F
"
          Towards a Stronger Foundation: Digitizing Commercial Buildings with Brick to Enable Portable Advanced Applications        ",,conference-paper,,2022,,https://eta-publications.lbl.gov/publications/towards-stronger-foundation,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/towards_a_stronger_foundation.pdf,,,,,,,,,,Carlos Duarte Roa|Paul  Raftery|Ruiji  Sun|Lazlo  Paul|Anand Krishnan Prakash|Marco  Pritoni|Gabe  Fierro|Therese  Peffer,https://dx.doi.org/10.20357/B7ZG6R
"
          Changes in Latina Women’s Exposure to Cleaning Chemicals Associated with Switching from Conventional to “Green” Household Cleaning Products: The LUCIR Intervention Study        ",,article,,2021,,https://eta-publications.lbl.gov/publications/changes-latina-women-s-exposure,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/harley_et_al._-_changes_in_latina_womens_exposure_to_cleaning_che.pdf,,,,,,,,,,Kim  G.Harley|Lucia  Calderon|James  E.S.Nolan|Randy L Maddalena|Marion L Russell|Katherine  Roman|Stephanie  Mayo-Burgos|Jessica  Cabrera|Norma  Morga|Asa  Bradman,https://dx.doi.org/10.1289/EHP8831
"
          The Cost of Decarbonization and Energy Upgrade Retrofits for US Homes        ",,report,,2021,,https://eta-publications.lbl.gov/publications/cost-decarbonization-and-energy,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/final_walker_-_the_cost_of_decarbonization_and_energy.pdf,,,,,,,,,,Brennan  Less|Iain S Walker|Nuria  Casquero-Modrego|Leo I Rainer,
"
          Electrification of Boilers in U.S. Manufacturing        ",,report,,2021,,https://eta-publications.lbl.gov/publications/electrification-boilers-us,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl_2001436_boiler_final.pdf,,,,,,,,,,"Jibran  Zuberi|Ali  Hasanbeigi|William R Morrow, III",
"
          Dynamic Bayesian Network-Based Fault Diagnosis for ASHRAE Guideline 36: High Performance Sequence of Operation for HVAC Systems        ",,conference-paper,,2021,,https://eta-publications.lbl.gov/publications/dynamic-bayesian-network-based-fault,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/dynamic_bayesian_network.pdf,,,,,,,,,,Ojas  Pradhan|Jin  Wen|Yimin  Chen|Xing  Lu|Mengyuan  Chu|Yangyang  Fu|Zheng  O'Neill|Teresa  Wu|K. Selcuk  Candan,https://dx.doi.org/10.1145/3486611.3491124
"
          DOE Deep Energy Retrofit Cost Survey        ",,report,,2021,,https://eta-publications.lbl.gov/publications/doe-deep-energy-retrofit-cost-survey,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/doe_deep_energy_retrofit_cost_survey_-_lbnl_report.pdf,,,,,,,,,,Wanyu R Chan|Brennan  Less|Iain S Walker,
"
          Distribution-Level Impacts of Plug-in Electric Vehicle Charging on the Transmission System during Fault Conditions        ",,report,,2021,,https://eta-publications.lbl.gov/publications/distribution-level-impacts-plug,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/distribution_ev_impact_pnnl-31558_1.pdf,,,,,,,,,,Francis  Tuffner|John  Undrill|Don  Scoffield|Joseph H Eto|Dmitry  Kosterev|Ryan  Quint,
"
          Distribution-Level Impacts of Plug-in Electric Vehicle Charging on the Transmission System during Fault Conditions        ",,report,,2021,,https://eta-publications.lbl.gov/publications/distribution-level-impacts-plug-0,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/pnnl-31558_0.pdf,,,,,,,,,,Joseph H Eto|Francis  Tuffner|John  Undrill|Don  Scoffield|Dmitry  Kosterev|Ryan  Quint,
"
          Hardware-In-the-Loop Benchmarking Setup for Phasor Based Control Validation        ",,conference-paper,,2021,,https://eta-publications.lbl.gov/publications/hardware-loop-benchmarking-setup,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/hardware_in_the_loop_benchmarking_setup.pdf,,,,,,,,,,Maxime  Baudette|Jaimie  Swartz|Keith  Moffat|Jasper  Pakshong|Leo  Chu|Christoph  Gehbauer|Alexandra  von Meier,https://dx.doi.org/10.20357/B7XP4R
"
          Halfway to Zero: Progress towards a  Carbon-Free Power Sector        ",,report,,2021,,https://eta-publications.lbl.gov/publications/halfway-zero-progress-towards-carbon,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/halfway_to_zero_report.pdf,,,,,,,,,,Ryan H Wiser|Dev  Millstein|Joseph  Rand|Paul  Donohoo-Vallett|Patrick  Gilman|Trieu  Mai,
"
          Governments’ planned fossil fuel production remains dangerously out of sync with Paris Agreement limits        ",,report,,2021,,https://eta-publications.lbl.gov/publications/governments-planned-fossil-fuel,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/pgr2021_web_rev_1.pdf,,,,,,,,,,Hongyou  Lu,
"
          Getting to Net Zero - U.S.-China Framework And Milestones For Carbon Neutrality        ",,report,,2021,,https://eta-publications.lbl.gov/publications/getting-net-zero-us-china-framework,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/gettingtonetzero-may2021_1.pdf,,,,,,,,,,Fan  Dai|Fredrich  Kahrl|Jessica  Gordon|Jennifer  Perron|Yuqing  Zhu|Rawley  Loken|Amber  Mahone|Nina  Khanna|Nan  Zhou|Lynn K Price,
"
          Getting to Net Zero- China Report : Pathways Toward Carbon Neutrality A Review of Recent Studies on Mid-Century Emissions Transition Scenarios For China        ",,report,,2021,,https://eta-publications.lbl.gov/publications/getting-net-zero-china-report,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/gtzchina-sept2021-final.pdf,,,,,,,,,,Nina  Khanna|Nan  Zhou|Lynn K Price,
"
          A National Roadmap for Grid-Interactive Efficient Buildings        ",,report,,2021,,https://eta-publications.lbl.gov/publications/national-roadmap-grid-interactive,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/a_national_roadmap_for_gebs_-_final_20210517.pdf,,,,,,,,,,Andrew  Satchwell|Mary Ann  Piette|Aditya  Khandekar|Jessica  Granderson|Natalie Mims Frick|Ryan  Hledik|Ahmad  Faruqui|Long  Lam|Stephanie  Ross|Jesse  Cohen|Kitty  Wang|Daniela  Urigwe|Dan  Delurey|Monica  Neukomm|David  Nemtzow,
"
          Performance assessment of low-cost environmental monitors and single sensors under variable indoor air quality and thermal conditions        ",,article,,2021,,https://eta-publications.lbl.gov/publications/performance-assessment-low-cost,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/performance_assessment_of_low-cost_environmental_monitors_and_single_sensors_under_variable_indoor_air_quality_and_thermal_conditions.pdf,,,,,,,,,,Ingrid  Demanega|Igor  Mujan|Brett C Singer|Aleksandar S Andelkovic|Francesco  Babich|Dusan  Licina,https://dx.doi.org/10.1016/j.buildenv.2020.107415
"
          Peak extraction in daylight simulations using BSDF data        ",,conference-paper,,2021,,https://eta-publications.lbl.gov/publications/peak-extraction-daylight-simulations,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/wang_taoning_-_peak_completed_file.pdf,,,,,,,,,,David  Geisler-Moroder|Gregory J Ward|Taoning  Wang|Eleanor S Lee,
"
          Pathways for Accelerating Maximum Electrification of Direct Fuel Use in China’s Building Sector        ",,report,,2021,,https://eta-publications.lbl.gov/publications/pathways-accelerating-maximum,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/electrification_of_buildings_in_china_v2_clean_edited92821.pdf,,,,,,,,,,Wei  Feng|Nan  Zhou|Wenjun  Wang|Nina  Khanna|Xu  Liu|Jing  Hou,
"
          Performance of solar leasing for low- and middle-income customers in Connecticut        ","Policymakers are increasingly interested in expanding access to rooftop photovoltaic systems. This study analyzes the financial performance of a Connecticut Green Bank (CGB) solar leasing program, run in partnership with PosiGen, that targets low- and moderate-income customers. We show that this program has successfully reached underserved customers and has reasonable repayment rates given the credit characteristics of the participants. ",report,,2021,,https://eta-publications.lbl.gov/publications/performance-solar-leasing-low-and,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/berkeley_lab_ct_lmi_solar_lease_performance_final_20210423.pdf,,,,,,,,,,Jeff  Deason|Greg  Leventis|Sean  Murphy,
"
          Passive cooling designs to improve heat resilience of homes in underserved and vulnerable communities        ",,article,,2021,,https://eta-publications.lbl.gov/publications/passive-cooling-designs-improve-heat,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/passive_cooling_designs_to_improve_heat_resilience_of_homes_in_vulnerable_communities_0.pdf,,,,,,,,,,Kaiyu  Sun|Wanni  Zhang|Zhaoyun  Zeng|Ronnen M Levinson|Max  Wei|Tianzhen  Hong,https://dx.doi.org/10.1016/j.enbuild.2021.111383
"
          Solar and wind grid system value in the United States: The effect of transmission congestion, generation profiles, and curtailment        ","The value of electricity generated from wind and solar sources declines as supply increases. This decline in value has varied over time and across regions, indicating that strategies to mitigate value decline will need to be carefully targeted. To help guide development of these strategies, we empirically determine wind and solar value at ∼2,100 plants within United States wholesale markets by using local prices and plant-specific generation profiles. We determine how each plant loses (or gains) value because of its output profile, transmission congestion, and curtailment. In regions where wind or solar account for roughly 20% of electricity generation, its value is 30% to 40% below the regional average value of a flat output profile at all plants. Solar value reductions are most sensitive to output profile and wind value reductions are sensitive to both profile and congestion, region dependent. Curtailment was not a major source of value reduction.",article,,2021,,https://eta-publications.lbl.gov/publications/solar-and-wind-grid-system-value,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/fact_sheet_solar_and_wind_system_value.pdf,,,,,,,,,,Dev  Millstein|Ryan H Wiser|Andrew D Mills|Mark  Bolinger|Joachim  Seel|Seongeun  Jeong,https://dx.doi.org/10.1016/j.joule.2021.05.009
"
          A simulation-based assessment of technologies to reduce heat emissions from buildings        ",,article,,2021,,https://eta-publications.lbl.gov/publications/simulation-based-assessment,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/76._a_simulation_based_assessment_of_technologies_to_reduce_heat_emissions_from_buildings.pdf,,,,,,,,,,Martina  Ferrando|Tianzhen  Hong|Francesco  Causone,https://dx.doi.org/10.1016/j.buildenv.2021.107772
"
          Towards a Techno-Economic Analysis of PCM-Integrated Hybrid HVAC Systems        ",,conference-paper,,2021,,https://eta-publications.lbl.gov/publications/towards-techno-economic-analysis-pcm,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/purdue_highperformancebuildings_3416_final_v2.pdf,,,,,,,,,,Dre  Helmns|David  Blum|Armando  Casillas|Anand  Prakash|Jonathan  Woolley|David  Vernon|Caton  Mande|Michael  Woodcox|Spencer M Dutton,
"
          Transforming India's Built Environment: A 2050 Vision for Wellness and Resilience        ",,other,,2021,,https://eta-publications.lbl.gov/publications/transforming-indias-built-environment,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/singh_-_transforming_india_built_environment_final.pdf,,,,,,,,,,Reshma  Singh|Monto  Mani|Swapnil  Joshi,
"
          Timed to save: the added value of accounting for hourly incidence of electricity savings from residential space-conditioning measures        ","Previous research has recognized that the value of measures that reduce electricity usage depends upon the timing of the savings generated, but the lack of hourly savings shapes has limited the demonstration of this concept. We develop empirical hourly savings shapes for residential space-conditioning measures from nearly 18,000 efficiency projects in California and show how they combine with the diurnal and seasonal variation in electricity system costs. We find that these measures (cooling replacements; windows, doors, and skylights; and other envelope measures) tend to save electricity when system costs are highest and that the hourly savings account for 1.4–1.5 times as much value as non-time-sensitive estimates of efficiency would predict. We present these impact multipliers for each measure to quantify the additional value revealed by the time-sensitive approach. We show that this additional value is similar in an evolving electricity grid with storage, rather than natural gas generation, as the marginal resource.",article,,2021,,https://eta-publications.lbl.gov/publications/timed-save-added-value-accounting,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/aceee_eer_final.pdf,,,,,,,,,,Sean  Murphy|Jeff  Deason|Andrew  Satchwell,https://dx.doi.org/10.1007/s12053-021-09994-5
