artifact__title,artifact__summary,artifact__type,artifact__date_published,artifact__date_published_year,artifact__date_circa,artifact__uri,artifact__publication_place,artifact__publisher,artifact__tags,collection__uuid,file__content_type,file__name,file__media_type,file__uuid,file__url,file__language,file__fulltext_s3_url,file__fulltext_paginated_s3_url,file__toc,file__viewer_settings,file__size,file__pages,file__key_terms,file__file_hash,artifact__people_author,atrifact__doi
"
          Lighting Controls in Commercial Buildings        ",,article,,2012,,https://eta-publications.lbl.gov/publications/lighting-controls-commercial,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lighting_controls_in_commercial_buildings.pdf,,,,,,,,,,Alison A Williams|Barbara A Atkinson|Karina  Garbesi|Erik  Page|Francis M Rubinstein,https://dx.doi.org/10.1582/LEUKOS.2012.08.03.001
"
          Lessons Learned from Microgrid Demonstrations Worldwide        ",,report,,2012,,https://eta-publications.lbl.gov/publications/lessons-learned-microgrid,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-5825e.pdf,,,,,,,,,,Chris  Marnay|Nan  Zhou|Min  Qin|John  Romankiewicz,
"
          LEED Demand Response Credit: A Plan for Research towards Implementation        ",,conference-paper,,2012,,https://eta-publications.lbl.gov/publications/leed-demand-response-credit-plan,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/LBNL-6014E.pdf,,,,,,,,,,Sila  Kiliccote|Mary Ann  Piette|James D Fine|Oren  Schetrit|Junqiao Han Dudley|Heather  Langford,
"
          Key China Energy Statistics 2011        ",,table-chart-graph,,2012,,https://eta-publications.lbl.gov/publications/key-china-energy-statistics-2011,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbl-5569e-2011-databookjan-2012.pdf,,,,,,,,,,Mark D Levine|David  Fridley|Hongyou  Lu|Cecilia  Fino-Chen,
"
          Key China Energy Statistics 2012        ",,table-chart-graph,,2012,,https://eta-publications.lbl.gov/publications/key-china-energy-statistics-2012,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/key-china-energy-statistics-2012-june-2012.pdf,,,,,,,,,,Mark D Levine|David  Fridley|Hongyou  Lu|Cecilia  Fino-Chen,
"
          Keeping Energy Savings in the LOOP        ",,case-study,,2012,,https://eta-publications.lbl.gov/publications/keeping-energy-savings-loop,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-6919e_-_loop.pdf,,,,,,,,,,Kristen  Parrish|Andrea C Mercado|Cynthia  Regnier,
"
          International Review of the Development and Implementation of Energy Efficiency Standards and Labeling Programs        ",,report,,2012,,https://eta-publications.lbl.gov/publications/international-review-development-and,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbl-5407e-esl-programfeb-2012.pdf,,,,,,,,,,Nan  Zhou|Nina  Zheng|David  Fridley,
"
          International Microgrid Assessment: Governance, INcentives, and Experience (IMAGINE)        ",,report,,2012,,https://eta-publications.lbl.gov/publications/international-microgrid-assessment,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbl-5914e-imagine-microgridsjune-2012.pdf,,,,,,,,,,Chris  Marnay|Nan  Zhou|Min  Qu|John  Romankiewicz,
"
          International Comparison of Product Certification and Verification Methods for Appliances        ",,report,,2012,,https://eta-publications.lbl.gov/publications/international-comparison-product,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbl-5629e-appliance-certificationjune-2012.pdf,,,,,,,,,,Nan  Zhou|John  Romankiewicz|David  Fridley|Nina  Zheng,
"
          International Comparative Analysis of Appliance Efficiency Standards & Labeling Programs: Implications for China        ",,proceedings,,2012,,https://eta-publications.lbl.gov/publications/international-comparative-analysis,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbl-5742e-appliance-standard-comparisonjune-2012.pdf,,,,,,,,,,Nan  Zhou|Nina  Zheng|David  Fridley|John  Romankiewicz,
"
          Intelligent Building Energy Information and Control Systems for Low-Energy Operations and Optimal Demand Response        ",,article,,2012,,https://eta-publications.lbl.gov/publications/intelligent-building-energy,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/LBNL-5894E.pdf,,,,,,,,,,Mary Ann  Piette|Jessica  Granderson|Michael  Wetter|Sila  Kiliccote,https://dx.doi.org/10.1109/MDT.2012.2204720
"
          Integrated control of operable fenestration systems and thermally massive HVAC systems: Methods and simulation studies of energy savings potential        ",,report,,2012,,https://eta-publications.lbl.gov/publications/integrated-control-operable,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/mpc-shading-thermal-mass.pdf,,,,,,,,,,Brian E Coffey,
"
          Infiltration as ventilation: Weather-induced dilution        ",,report,,2012,,https://eta-publications.lbl.gov/publications/infiltration-ventilation-weather,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-5795e.pdf,,,,,,,,,,William JN Turner|Max H Sherman,https://dx.doi.org/10.1080/10789669.2012.704836
"
          Industrial Sector Energy Efficiency Modeling (ISEEM) Framework Documentation        ",,report,,2012,,https://eta-publications.lbl.gov/publications/industrial-sector-energy-efficiency,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/iseem_framework_final_lbnl-6078e.pdf,,,,,,,,,,Nihan  Karali|Tengfang T Xu|Jayant A Sathaye,
"
          An In-Depth Analysis of Space Heating Energy Use in Office Buildings        ",,conference-paper,,2012,,https://eta-publications.lbl.gov/publications/depth-analysis-space-heating-energy,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-5732e.pdf,,,,,,,,,,Hung-Wen  Lin|Tianzhen  Hong,
"
          Incorporating Non-energy Benefits into Energy Savings Performance Contracts        ",,conference-paper,,2012,,https://eta-publications.lbl.gov/publications/incorporating-non-energy-benefits,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/incorp-nonenergy-benefits-aceee.pdf,,,,,,,,,,Peter H Larsen|Charles A Goldman|Donald  Gilligan|Terry E Singer,
"
          Impacts of Operating Hardware on Window Thermal Performance        ",,conference-paper,,2012,,https://eta-publications.lbl.gov/publications/impacts-operating-hardware-window,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/5902e.pdf,,,,,,,,,,Dariush K Arasteh|Robert  Hart|Cezary  Misiopecki|Arlid  Gustavsen|Bjørn Petter Jelle,
"
          The Impact of Wind Development on County-Level Income and Employment: A Review of Methods and an Empirical Analysis (Fact Sheet)        ",,brief,,2012,,https://eta-publications.lbl.gov/publications/impact-wind-development-county-level,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-5792e-factsheet.pdf,,,,,,,,,,Jason P Brown|John  Pender|Ryan H Wiser|Eric  Lantz|Ben  Hoen,
"
          Impact of Natural Gas Appliances on Pollutant Levels in California Homes        ",,report,,2012,,https://eta-publications.lbl.gov/publications/impact-natural-gas-appliances,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/impact_of_natural_gas_appliances.pdf,,,,,,,,,,Nasim A Mullen|Jina  Li|Brett C Singer,
"
          The Impact of Control Technology on the Demand Response Potential of California Industrial Refrigerated Facilities Final Report        ",,report,,2012,,https://eta-publications.lbl.gov/publications/impact-control-technology-demand,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/LBNL-5750E.pdf,,,,,,,,,,Doug  Scott|Ryan  Hoest|Fei  Yang|Sasank  Goli|Daniel  Olsen,
"
          IEA Wind Task 26: The Past And Future Cost Of Wind Energy        ",,report,,2012,,https://eta-publications.lbl.gov/publications/iea-wind-task-26-past-and-future-cost,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/iea-wind-task-26.pdf,,,,,,,,,,Eric  Lantz|Ryan H Wiser|M Maureen  Hand,
"
          How well do home energy audits serve the homeowner?        ",,proceedings,,2012,,https://eta-publications.lbl.gov/publications/how-well-do-home-energy-audits-serve,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/ingle-lbnl-5712e.pdf,,,,,,,,,,Aaron  Ingle|Mithra M Moezzi|Loren  Lutzenhiser|Richard C Diamond,
"
          An Hourly-Based Performance Comparison of an Integrated Micro-Structural Perforated Shading Screen with Standard Shading Systems        ",,article,,2012,,https://eta-publications.lbl.gov/publications/hourly-based-performance-comparison,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/5521.pdf,,,,,,,,,,David  Appelfeld|Andrew  McNeil|Svend  Svendsen,https://dx.doi.org/10.1016/j.enbuild.2012.03.038
"
          The Home Energy Scoring Tool: A Simplified Asset Rating for Single Family Homes        ",,proceedings,,2012,,https://eta-publications.lbl.gov/publications/home-energy-scoring-tool-simplified,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/bourassa-lbnl-5714e.pdf,,,,,,,,,,Norman  Bourassa|Leo I Rainer|Evan  Mills|Joan  Glickman,
"
          Healthy Zero Energy Buildings (HZEB) Program– Interim Report on Cross‐Sectional Study of Contaminant Levels, Source Strengths, and Ventilation Rates in Retail Stores        ",,report,,2012,,https://eta-publications.lbl.gov/publications/healthy-zero-energy-buildings-hzeb,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/healthy-zero-energy-buildings-hzeb.pdf,,,,,,,,,,Wanyu R Chan|Meera A Sidheswaran|Douglas P Sullivan|Sebastian  Cohn|William J Fisk,
"
          Health and Safety Guide for Home Performance Contractors        ",,report,,2012,,https://eta-publications.lbl.gov/publications/health-and-safety-guide-home,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/stratton-hsguide-final-sized.pdf,,,,,,,,,,J. Chris  Stratton|Iain S Walker,
"
          Frequency Response Initiative Report: The Reliability Role of Frequency Response        ",,report,,2012,,https://eta-publications.lbl.gov/publications/frequency-response-initiative-report,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/nerc-frequency-response-report-2012.pdf,,,,,,,,,,,
"
          A framework for simulation-based real-time whole building performance assessment        ",,article,,2012,,https://eta-publications.lbl.gov/publications/framework-simulation-based-real-time,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/xp_tech_report.pdf,,,,,,,,,,Xiufeng  Pang|Michael  Wetter|Prajesh  Bhattacharya|Philip  Haves,
"
          Field Testing of Automated Demand Response for Integration of Renewable Resources in California’s Ancillary Services Market for Regulation Products        ",,report,,2012,,https://eta-publications.lbl.gov/publications/field-testing-automated-demand,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/LBNL-5556E.pdf,,,,,,,,,,Sila  Kiliccote|Phillip N Price|Mary Ann  Piette|Geoffrey C Bell|Steve  Pierson|Edward  Koch|Jeremy  Carnam|Hugo  Pedro|John  Hernandez|Albert K Chiu,
"
          Field Demonstration of Automated Demand Response for Both Winter and Summer Events in Large Buildings in the Pacific Northwest        ",,article,,2012,,https://eta-publications.lbl.gov/publications/field-demonstration-automated-demand,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-6216e.pdf,,,,,,,,,,Mary Ann  Piette|Sila  Kiliccote|Junqiao Han Dudley,https://dx.doi.org/10.1007/s12053-013-9206-x
"
          Fenestration of Today and Tomorrow: A State-of-the-Art Review and Future Research Opportunities        ",,article,,2012,,https://eta-publications.lbl.gov/publications/fenestration-today-and-tomorrow-state,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-5304e.pdf,,,,,,,,,,Bjørn Petter Jelle|Andrew  Hynd|Arlid  Gustavsen|Dariush K Arasteh|Howdy  Goudey|Robert  Hart,https://dx.doi.org/10.1016/j.solmat.2011.08.010
"
          Fast Automated Demand Response to Enable the Integration of Renewable Resources        ",,report,,2012,,https://eta-publications.lbl.gov/publications/fast-automated-demand-response-enable,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/LBNL-5555E.pdf,,,,,,,,,,David S Watson|Nance  Matson|Janie  Page|Sila  Kiliccote|Mary Ann  Piette|Karin  Corfee|Betty  Seto|Ralph  Masiello|John  Masiello|Lorin  Molander|Samuel  Golding|Kevin  Sullivan|Walt  Johnson|David  Hawkins,
"
          Fact Sheet: Improving Energy Efficiency for Server Rooms and Closets        ",,report,,2012,,https://eta-publications.lbl.gov/publications/fact-sheet-improving-energy,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/smallserverroomefficiencyfactsheet.pdf,,,,,,,,,,H.Y. Iris Cheung|Roozbeh  Mahdavi|Steve E Greenberg|Richard E Brown|William F Tschudi|Pierre  Delforge|Joyce  Dickerson,
"
          Extending Efficiency Services to Underserved Households: NYSERDA's Assisted Home Performance with ENERGY STAR Program        ",,brief,,2012,,https://eta-publications.lbl.gov/publications/extending-efficiency-services,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/mi-policybrief-4-4-2012a.pdf,,,,,,,,,,Mark  Zimring|Merrian  Borgeson|Ian M Hoffman|Charles A Goldman|Elizabeth  Stuart|Annika Todd|Megan A Billingsley,
"
          Evaluation of the Predictive Accuracy of Five Whole-Building Baseline Models        ",,report,,2012,,https://eta-publications.lbl.gov/publications/evaluation-predictive-accuracy-five,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-5886e.pdf,,,,,,,,,,Jessica  Granderson|Phillip N Price,
"
          Evaluation of Local Enforcement of Energy Efficiency Standards and Labeling Program in China        ",,proceedings,,2012,,https://eta-publications.lbl.gov/publications/evaluation-local-enforcement-energy,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbl-5573e-local-enforcementjune-2012.pdf,,,,,,,,,,Nina  Zheng|Nan  Zhou|Cecilia  Fino-Chen|David  Fridley,
"
          Evaluation of an Incremental Ventilation Energy Model for Estimating Impacts of Air Sealing and Mechanical Ventilation        ",,report,,2012,,https://eta-publications.lbl.gov/publications/evaluation-incremental-ventilation,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-5796e.pdf,,,,,,,,,,Jennifer M Logue|William JN Turner|Iain S Walker|Brett C Singer,
"
          Estimate of Technical Potential for Minimum Efficiency Performance Standards in 13 Major World Economies        ",,report,,2012,,https://eta-publications.lbl.gov/publications/estimate-technical-potential-minimum,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-5723e_pdf.pdf,,,,,,,,,,Virginie E Letschert|Louis-Benoit  Desroches|Jing  Ke|Michael A McNeil,
"
          Engineering for the Global Poor: The Role of Intellectual Property        ",,article,,2012,,https://eta-publications.lbl.gov/publications/engineering-global-poor-role,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-5950e-engineering_for_the_global_poor.pdf,,,,,,,,,,Kayje  Booker|Ashok J Gadgil|David  Winickoff,https://dx.doi.org/10.1093/scipol/scs049
"
          The Energy Saving Potential of Membrane-Based Enthalpy Recovery in Vav Systems for Commercial Office Buildings        ",,conference-paper,,2012,,https://eta-publications.lbl.gov/publications/energy-saving-potential-membrane,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-6032e.pdf,,,,,,,,,,Liping  Wang|Philip  Haves|John  Breshears,
"
          Effective Daylighting: Evaluating Daylighting Performance in the San Francisco Federal Building from the Perspective of Building Occupants        ",,thesis-dissertation,,2012,,https://eta-publications.lbl.gov/publications/effective-daylighting-evaluating,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/konis-ks-phd-thesis-2011.pdf,,,,,,,,,,Kyle S Konis,
"
          Effect of Change in Cookstove Types on Visibility - Case Study of the Berkeley-Darfur Stove and Three-Stone Fire        ","A&WMA International Conference on Aerosol/Atmospheric Optics: Visibility and Air Pollution in Whitefish, MT. ",report,,2012,,https://eta-publications.lbl.gov/publications/effect-change-cookstove-types,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/effect_of_change_in_cookstove_types_on_visibility.pdf,,,,,,,,,,Yungang  Wang|Ashok J Gadgil|Thomas W Kirchstetter,
"
          An Economic Analysis of Used Electric Vehicle Batteries Integrated into Commercial Building Microgrids        ",,article,,2012,,https://eta-publications.lbl.gov/publications/economic-analysis-used-electric,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-81760.pdf,,,,,,,,,,Sebastian  Beer|Tomás  Gómez|David  Dallinger|Ilan  Momber|Chris  Marnay|Michael  Stadler|Judy  Lai,
"
          Drought-tolerant Biofuel Crops could be a Critical Hedge for Biorefineries        ",,report,,2012,,https://eta-publications.lbl.gov/publications/drought-tolerant-biofuel-crops-could,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-5537e.pdf,,,,,,,,,,"William R Morrow, III|Anand R Gopal|Gary A Fitts|Sarah M Lewis|Larry L Dale|Eric R Masanet|Thomas E McKone",
"
          Development of a Computer-based Benchmarking and Analytical Tool: Benchmarking and Energy & Water Savings Tool in Dairy Plants (BEST-Dairy)        ",,report,,2012,,https://eta-publications.lbl.gov/publications/development-computer-based,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-5718e.pdf,,,,,,,,,,Tengfang T Xu|Joris  Flapper|Jing  Ke|Klaas Jan Kramer|Jayant A Sathaye,
"
          Detailed Energy Data Collection for Miscellaneous and Electronic Loads in a Commercial Office Building        ",,conference-paper,,2012,,https://eta-publications.lbl.gov/publications/detailed-energy-data-collection,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/2012_aceee_energy_data_collection_.pdf,,,,,,,,,,H.Y. Iris Cheung|Steven  Lanzisera|Judy  Lai|Richard E Brown,
"
          Deploying Systems Interoperability and Customer Choice within Smart Grid        ",,conference-paper,,2012,,https://eta-publications.lbl.gov/publications/deploying-systems-interoperability,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/LBNL-6016E.pdf,,,,,,,,,,Girish  Ghatikar|Edward  Koch,
"
          Demonstration of Intelligent Control and Fan Improvements in Computer Room Air Handlers        ",,report,,2012,,https://eta-publications.lbl.gov/publications/demonstration-intelligent-control-and,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/control-and-fan-improvements-in-crahs.pdf,,,,,,,,,,Henry C Coles|Steve E Greenberg|Corrine  Vita,
"
          Demand Response Providing Ancillary Services A Comparison of Opportunities and Challenges in the US Wholesale Markets        ",,conference-paper,,2012,,https://eta-publications.lbl.gov/publications/demand-response-providing-ancillary,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-5958e.pdf,,,,,,,,,,Jason S MacDonald|Peter  Cappers|Duncan S Callaway|Sila  Kiliccote,
"
          Demand Response Opportunities and Enabling Technologies for Data Centers: Findings From Field Studies        ",,report,,2012,,https://eta-publications.lbl.gov/publications/demand-response-opportunities-and,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/LBNL-5763E.pdf,,,,,,,,,,Girish  Ghatikar|Venkata  Ganti|Nance  Matson|Mary Ann  Piette,
"
          Demand Response as a System Reliability Resource        ",,report,,2012,,https://eta-publications.lbl.gov/publications/demand-response-system-reliability,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-6081e.pdf,,,,,,,,,,Joseph H Eto|Nancy J Lewis|David S Watson|Sila  Kiliccote|David M Auslander|Igor  Paprotny|Yuri V Makarov,
"
          Demand Controlled Ventilation and Classroom Ventilation        ",,report,,2012,,https://eta-publications.lbl.gov/publications/demand-controlled-ventilation-and,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/rpt83133.pdf,,,,,,,,,,William J Fisk|Mark J Mendell|Molly  Davies|Ekaterina  Eliseeva|David  Faulkner|Tianzhen  Hong|Douglas P Sullivan,
"
          Deep Energy Retrofits—Eleven California Case Studies        ",,report,,2012,,https://eta-publications.lbl.gov/publications/deep-energy-retrofits-eleven,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-6166e.pdf,,,,,,,,,,Brennan  Less|Jeremy  Fisher|Iain S Walker,
"
          Data Center Economizer Cooling with Tower Water; Demonstration of a Dual Heat Exchanger Rack Cooling Device        ",,report,,2012,,https://eta-publications.lbl.gov/publications/data-center-economizer-cooling-tower,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/data_center_economizer_coolingf.pdf,,,,,,,,,,Henry C Coles|Steve E Greenberg,
"
          Contaminant levels and source strengths in U.S. retail stores — A pilot study        ",,conference-paper,,2012,,https://eta-publications.lbl.gov/publications/contaminant-levels-and-source,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-5547e.pdf,,,,,,,,,,Wanyu R Chan|Meera A Sidheswaran|Douglas P Sullivan|Sebastian  Cohn|William J Fisk,
"
          Compilation of Published PM2.5 Emission Rates for Cooking, Candles and Incense for Use in Modeling of Exposures in Residences        ",,report,,2012,,https://eta-publications.lbl.gov/publications/compilation-published-pm25-emission,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/brett_singer_-_compilation_of_published_pm_2.5_emission_rates_for_cooking_candles_and_incense_for_the_use_in_modeling_of_exposeres_in_residences.pdf,,,,,,,,,,Tianchao  Hu|Brett C Singer|Jennifer M Logue,
"
          Comparison of Test Procedures and Energy Efficiency Criteria in Selected International Standards & Labeling Programs for Copy Machines, External Power Supplies, LED Displays, Residential Gas Cooktops and Televisions        ",,report,,2012,,https://eta-publications.lbl.gov/publications/comparison-test-procedures-and-0,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbl-5574e-appliance-ee-comparisonjune-2012.pdf,,,,,,,,,,Nina  Zheng|Nan  Zhou|David  Fridley,
"
          A Comparison of Iron and Steel Production Energy Intensity in China and the U.S.        ",,proceedings,,2012,,https://eta-publications.lbl.gov/publications/comparison-iron-and-steel-0,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbl-5746e-steel-ei-comparisonjune-2012.pdf,,,,,,,,,,Lynn K Price|Ali  Hasanbeigi|Nathaniel T Aden|Zhang  Chunxia|Li  Xiuping|Shangguan  Fangqin,
"
          Comparison of Building Energy Modeling Programs: Building Loads        ",,report,,2012,,https://eta-publications.lbl.gov/publications/comparison-building-energy-modeling,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-6034e.pdf,,,,,,,,,,Dandan  Zhu|Tianzhen  Hong|Chuang  Wang,
"
          Commissioning Residential Ventilation Systems: A Combined Assessment of Energy and Air Quality Potential Values        ",,report,,2012,,https://eta-publications.lbl.gov/publications/commissioning-residential-ventilation,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-5969e.pdf,,,,,,,,,,William JN Turner|Jennifer M Logue|Craig P Wray,
"
          China’s Development of Low- Carbon Eco-Cities and Associated Indicator Systems        ",,report,,2012,,https://eta-publications.lbl.gov/publications/china-s-development-low-carbon-eco,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/china_eco-cities_indicator_systems.pdf,,,,,,,,,,Nan  Zhou|Gang  He|Christopher J Williams,
"
          China’s Industrial Energy Consumption Trends and Impacts of the Top-1000 Enterprises Energy-Saving Program and the Ten Key Energy-Saving Projects        ",,article,,2012,,https://eta-publications.lbl.gov/publications/china-s-industrial-energy-consumption,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbl-5922e-ep-industrial-energy-trendoct-2012.pdf,,,,,,,,,,Jing  Ke|Lynn K Price|Stephanie  Ohshita|David  Fridley|Nina  Khanna|Nan  Zhou|Mark D Levine,https://dx.doi.org/10.1016/j.enpol.2012.07.057
"
          China’s Industrial Carbon Dioxide Emissions in Manufacturing Subsectors and in Selected Provinces        ",,proceedings,,2012,,https://eta-publications.lbl.gov/publications/china-s-industrial-carbon-dioxide,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbl-5575e-industrial-co2-emissionsjune-2012.pdf,,,,,,,,,,Hongyou  Lu|Lynn K Price,
"
          China’s Approaches to Financing Sustainable Development: Policies, Practices, and Issues        ",,book,,2012,,https://eta-publications.lbl.gov/publications/china-s-approaches-financing,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbl-5579e-green-finance-wiresjune-2012.pdf,,,,,,,,,,Bo  Shen|Lynn K Price|Jian  Wang|Michelle  Li|Lei  Zeng,
"
          Can Standards Increase Consumer Welfare? Evidence from a Change in Clothes Washer Energy Efficiency Requirements        ",,report,,2012,,https://eta-publications.lbl.gov/publications/can-standards-increase-consumer,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl_6024e.pdf,,,,,,,,,,Xiaomei  Chen|Michael J Roberts|Hung-Chia  Yang|Larry L Dale,
"
          California’s Carbon Challenge: Scenarios for Achieving 80% Emissions Reduction in 2050        ",,report,,2012,,https://eta-publications.lbl.gov/publications/california-s-carbon-challenge,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/california_carbon_challenge_feb20_20131.pdf,,,,,,,,,,Max  Wei|James H Nelson|Michael K Ting|Christopher  Yang,
